policy,scenario,reward_total_mean_mean,reward_total_mean_std,reward_total_mean_count,delivered_total_mean_mean,delivered_total_mean_std,delivered_total_mean_count,dropped_total_mean_mean,dropped_total_mean_std,dropped_total_mean_count,energy_kwh_total_mean_mean,energy_kwh_total_mean_std,energy_kwh_total_mean_count,carbon_g_total_mean_mean,carbon_g_total_mean_std,carbon_g_total_mean_count,avg_utilization_mean_mean,avg_utilization_mean_std,avg_utilization_mean_count,active_ratio_mean_mean,active_ratio_mean_std,active_ratio_mean_count,avg_delay_ms_mean_mean,avg_delay_ms_mean_std,avg_delay_ms_mean_count
all_on,normal,-38.821387115444494,,1,154.8014705882353,,1,104.1985294117647,,1,0.0006666666666666,,1,0.0285717199654081,,1,0.1856427792121305,,1,1.0,,1,4797.8850444906975,,1
