run_id,policy,scenario,seed,episodes,max_steps,deterministic,reward_total_mean,delivered_total_mean,dropped_total_mean,energy_kwh_total_mean,carbon_g_total_mean,avg_utilization_mean,active_ratio_mean,avg_delay_ms_mean,results_dir,status,error
20260203_094251,all_on,normal,0,50,300,True,-862.5666907407021,7856.138677355479,8506.926815276356,0.0199999999999999,0.0873753594082402,0.2248064754330921,1.0,4938.831941273987,results/20260203_094251__policy-all_on__scenario-normal__seed-0__tag-matrix_v4,ok,
20260203_094255,heuristic,normal,0,50,300,True,-872.8171025889554,7718.0790835221715,8651.982772746027,0.0191666666666666,0.0837347194328968,0.235844542752811,0.9473684430122375,4985.661500899675,results/20260203_094255__policy-heuristic__scenario-normal__seed-0__tag-matrix_v4,ok,
20260203_094259,ppo,normal,0,50,300,True,-862.4016147978846,7860.980495537296,8507.049282808825,0.0199694444444443,0.086976891092827,0.2251063494624773,0.998070176243782,4937.578508598692,results/20260203_094259__policy-ppo__scenario-normal__seed-0__tag-matrix_v4,ok,
20260203_094305,all_on,burst,0,50,300,True,-1091.5779051764082,12966.802299207391,23185.852205679315,0.0199999999999999,0.0873753594082402,0.3578005719398036,1.0,5053.990543387638,results/20260203_094305__policy-all_on__scenario-burst__seed-0__tag-matrix_v4,ok,
20260203_094311,heuristic,burst,0,50,300,True,-1105.2426330943144,12570.169831031692,23572.03609469674,0.0192638888888888,0.0842496918381517,0.3670859367407489,0.9535087913274763,5046.810332077131,results/20260203_094311__policy-heuristic__scenario-burst__seed-0__tag-matrix_v4,ok,
20260203_094317,ppo,burst,0,50,300,True,-1092.9606899284158,12956.544160804702,23194.843395059685,0.0199694444444443,0.086976891092827,0.3581365560819323,0.998070176243782,5056.60251193086,results/20260203_094317__policy-ppo__scenario-burst__seed-0__tag-matrix_v4,ok,
20260203_094325,all_on,hotspot,0,50,300,True,-1042.4239059968916,6328.304636876544,12686.619906987798,0.0199999999999999,0.0873753594082402,0.2354689872818738,1.0,10334.875482068528,results/20260203_094325__policy-all_on__scenario-hotspot__seed-0__tag-matrix_v4,ok,
20260203_094329,heuristic,hotspot,0,50,300,True,-1064.9781620230206,6019.857587227256,12998.038052373253,0.0191666666666666,0.0837347194328968,0.2370931456155744,0.9473684430122375,9918.170841484402,results/20260203_094329__policy-heuristic__scenario-hotspot__seed-0__tag-matrix_v4,ok,
20260203_094334,ppo,hotspot,0,50,300,True,-1042.40621869014,6327.190837210925,12686.15241110686,0.0199694444444443,0.086976891092827,0.2357422444286119,0.998070176243782,10331.818478226372,results/20260203_094334__policy-ppo__scenario-hotspot__seed-0__tag-matrix_v4,ok,
20260203_094341,all_on,normal,1,50,300,True,-862.0873002154322,7851.398513042831,8499.686979589003,0.0199999999999999,0.0873753594082402,0.2247770337910102,1.0,4950.692238790402,results/20260203_094341__policy-all_on__scenario-normal__seed-1__tag-matrix_v4,ok,
20260203_094345,heuristic,normal,1,50,300,True,-872.2778678076913,7714.480051177251,8643.601805090948,0.0191666666666666,0.0837347194328968,0.2358193807525938,0.9473684430122375,4994.640355286425,results/20260203_094345__policy-heuristic__scenario-normal__seed-1__tag-matrix_v4,ok,
20260203_094349,ppo,normal,1,50,300,True,-862.1387442527807,7856.040331224649,8502.16944712147,0.0199694444444443,0.086976891092827,0.2250720170847844,0.998070176243782,4950.64913588546,results/20260203_094349__policy-ppo__scenario-normal__seed-1__tag-matrix_v4,ok,
20260203_094356,all_on,burst,1,50,300,True,-1094.9773566463311,13038.000084026957,23478.82923567457,0.0199999999999999,0.0873753594082402,0.3597038550722599,1.0,5059.268187399229,results/20260203_094356__policy-all_on__scenario-burst__seed-1__tag-matrix_v4,ok,
20260203_094402,heuristic,burst,1,50,300,True,-1108.7249242036198,12636.370447145458,23870.770293397793,0.0192638888888888,0.0842496918381517,0.3689984028061384,0.9535087913274763,5050.663094847493,results/20260203_094402__policy-heuristic__scenario-burst__seed-1__tag-matrix_v4,ok,
20260203_094408,ppo,burst,1,50,300,True,-1096.3527339909313,13027.821945624266,23487.740425054937,0.0199694444444443,0.086976891092827,0.3600458875285081,0.998070176243782,5062.052559092974,results/20260203_094408__policy-ppo__scenario-burst__seed-1__tag-matrix_v4,ok,
20260203_094417,all_on,hotspot,1,50,300,True,-1040.008475532097,6327.814550070929,12641.389993793411,0.0199999999999999,0.0873753594082402,0.2354838332510692,1.0,10302.441988839704,results/20260203_094417__policy-all_on__scenario-hotspot__seed-1__tag-matrix_v4,ok,
20260203_094421,heuristic,hotspot,1,50,300,True,-1062.6488393581665,6010.758193937157,12956.837445663354,0.0191666666666666,0.0837347194328968,0.2368397656186841,0.9473684430122375,9876.869776038237,results/20260203_094421__policy-heuristic__scenario-hotspot__seed-1__tag-matrix_v4,ok,
20260203_094426,ppo,hotspot,1,50,300,True,-1039.9907882253458,6326.70075040531,12640.922497912476,0.0199694444444443,0.086976891092827,0.2357570516623719,0.998070176243782,10299.384984997549,results/20260203_094426__policy-ppo__scenario-hotspot__seed-1__tag-matrix_v4,ok,
20260203_094433,all_on,normal,2,50,300,True,-861.9487082960826,7845.469575748109,8469.915916883727,0.0199999999999999,0.0873753594082402,0.2245860067426931,1.0,4941.911568439969,results/20260203_094433__policy-all_on__scenario-normal__seed-2__tag-matrix_v4,ok,
20260203_094437,heuristic,normal,2,50,300,True,-872.1534965354602,7711.983986637743,8610.50625672723,0.0191666666666666,0.0837347194328968,0.2357625910929676,0.9473684430122375,4992.035146882326,results/20260203_094437__policy-heuristic__scenario-normal__seed-2__tag-matrix_v4,ok,
20260203_094441,ppo,normal,2,50,300,True,-862.0001523334312,7850.111393929928,8472.398384416194,0.0199694444444443,0.086976891092827,0.22488471413345,0.998070176243782,4941.868627571714,results/20260203_094441__policy-ppo__scenario-normal__seed-2__tag-matrix_v4,ok,
20260203_094448,all_on,burst,2,50,300,True,-1096.8792414954908,13044.235798078393,23403.81085762046,0.0199999999999999,0.0873753594082402,0.3599358392691499,1.0,5061.318954562599,results/20260203_094448__policy-all_on__scenario-burst__seed-2__tag-matrix_v4,ok,
20260203_094454,heuristic,burst,2,50,300,True,-1110.593937419495,12646.916829423171,23791.467913784076,0.0192638888888888,0.0842496918381517,0.3693439004649143,0.9535087913274763,5059.403218552476,results/20260203_094454__policy-heuristic__scenario-burst__seed-2__tag-matrix_v4,ok,
20260203_094500,ppo,burst,2,50,300,True,-1098.2562844145446,13034.045235433285,23412.816009704795,0.0199694444444443,0.086976891092827,0.3602841135970733,0.998070176243782,5064.173248573355,results/20260203_094500__policy-ppo__scenario-burst__seed-2__tag-matrix_v4,ok,
20260203_094508,all_on,hotspot,2,50,300,True,-1040.7552356092388,6338.763370325652,12660.44117353869,0.0199999999999999,0.0873753594082402,0.2359771789619465,1.0,10333.022428361712,results/20260203_094508__policy-all_on__scenario-hotspot__seed-2__tag-matrix_v4,ok,
20260203_094513,heuristic,hotspot,2,50,300,True,-1063.7492794881375,6021.086239206185,12977.949400394324,0.0191666666666666,0.0837347194328968,0.237299072168762,0.9473684430122375,9904.808734319864,results/20260203_094513__policy-heuristic__scenario-hotspot__seed-2__tag-matrix_v4,ok,
20260203_094517,ppo,hotspot,2,50,300,True,-1040.7375483024873,6337.6495706600335,12659.973677657752,0.0199694444444443,0.086976891092827,0.2362524831432298,0.998070176243782,10329.965424519556,results/20260203_094517__policy-ppo__scenario-hotspot__seed-2__tag-matrix_v4,ok,
20260203_094524,all_on,normal,3,50,300,True,-862.6854611287667,7851.839783300803,8474.205709331032,0.0199999999999999,0.0873753594082402,0.224807664526372,1.0,4946.809978187542,results/20260203_094524__policy-all_on__scenario-normal__seed-3__tag-matrix_v4,ok,
20260203_094528,heuristic,normal,3,50,300,True,-872.8713451683215,7719.602011246427,8613.548232118546,0.0191666666666666,0.0837347194328968,0.2360043726441983,0.9473684430122375,5000.317911072021,results/20260203_094528__policy-heuristic__scenario-normal__seed-3__tag-matrix_v4,ok,
20260203_094533,ppo,normal,3,50,300,True,-862.7369051661154,7856.48160148262,8476.6881768635,0.0199694444444443,0.086976891092827,0.2251062233475066,0.998070176243782,4946.766481764677,results/20260203_094533__policy-ppo__scenario-normal__seed-3__tag-matrix_v4,ok,
20260203_094539,all_on,burst,3,50,300,True,-1095.8981371022633,13027.916850851016,23302.20980484784,0.0199999999999999,0.0873753594082402,0.3595582398656022,1.0,5066.846045393956,results/20260203_094539__policy-all_on__scenario-burst__seed-3__tag-matrix_v4,ok,
